system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
37485_0,12,515,788,803,2099,2825,1856,427
37486_0,2,429,761,744,1565,1411,1008,283
37487_0,0,551,721,569,95,20,9,432
37488_0,0,268,199,89,42,25,14,266
37489_0,11,399,641,543,2234,2545,1579,363
37491_0,17,273,387,471,813,1355,1203,215
37492_0,11,43,171,209,930,895,545,-20
37493_0,12,390,689,621,2988,1710,1065,349
37501_0,4,513,855,960,1905,1608,1268,321
37508_0,9,304,523,588,1561,1459,934,189
37510_0,11,404,690,852,2153,2675,1693,267
37511_0,17,321,607,611,2253,1744,1034,255
37516_0,9,245,364,348,921,835,507,197
37521_0,0,286,242,91,29,15,14,295
37522_0,12,406,669,570,2340,2150,1192,339
37524_0,11,138,308,355,1532,1639,992,79
37528_0,0,251,192,93,48,28,15,256
37529_0,11,255,397,348,1028,1154,833,213
37533_0,2,176,301,351,889,984,629,85
37534_0,4,530,916,910,2256,1807,1260,336
37535_0,12,440,700,628,2197,2402,1573,385
37536_0,0,642,851,886,492,36,23,538
37539_0,11,437,643,572,1785,2200,1462,396
37540_0,2,147,319,241,2484,900,420,100
37543_0,0,310,194,102,54,32,24,348
37547_0,0,521,452,186,59,25,16,467
37549_0,17,366,546,529,2135,1173,815,281
37550_0,0,341,242,100,43,18,10,345
37554_0,8,112,237,144,2098,511,211,80
37556_0,17,270,453,533,1046,1663,1464,191
37558_0,19,442,551,481,259,100,63,372
37560_0,3,482,646,707,1828,1573,1125,402
37562_0,3,495,677,626,1954,1439,940,454
37563_0,17,472,638,746,1670,2332,1487,396
37565_0,12,125,287,335,1013,948,545,34
37566_0,17,549,643,732,1037,1849,1864,518
37567_0,8,160,254,230,1231,758,426,128
37568_0,0,232,187,85,53,41,29,225
37571_0,17,263,598,288,5274,1634,698,249
37573_0,3,465,590,716,1133,1376,1187,389
37574_0,0,593,860,957,1198,1215,865,500
37575_0,0,326,227,91,40,18,17,341
37582_0,11,363,635,721,1890,2280,1488,264
37584_0,17,197,414,285,2298,1345,630,199
37585_0,4,637,849,879,1231,1250,1031,554
37587_0,17,478,717,893,1318,1920,1586,416
37588_0,11,282,448,518,1484,2156,1409,188
37589_0,12,364,636,661,2371,2434,1632,268
37592_0,3,290,592,436,4025,2121,1077,229
37593_0,12,410,722,652,2602,2035,1128,319
37594_0,17,657,992,1193,2047,2740,2293,544
37597_0,5,1043,1371,1552,1670,1973,1765,801
37598_0,11,316,537,582,1732,2514,1668,232
37599_0,9,92,253,250,1372,1018,546,34
37605_0,17,544,634,695,1173,1739,1633,502
37607_0,0,215,181,79,44,28,16,213
37608_0,11,420,717,744,2290,2538,1641,333
37610_0,12,462,740,755,2114,2193,1340,380
37613_0,12,809,1174,1309,2590,3923,2682,627
37614_0,17,426,528,594,900,836,603,364
37616_0,12,389,604,516,2657,1917,1053,327
37617_0,5,827,1131,1255,1463,1242,1058,619
37618_0,17,228,445,342,1982,1329,776,186
37619_0,17,333,486,542,845,1598,1435,252
37622_0,0,237,213,85,37,30,19,238
37626_0,9,66,174,116,1395,658,286,35
37627_0,4,452,685,723,1562,1232,893,397
37632_0,12,446,689,553,2272,2181,1306,409
37636_0,12,370,764,687,3243,3129,1843,282
37637_0,0,492,594,329,58,22,14,407
37639_0,0,264,194,89,53,34,18,274
37641_0,0,549,602,279,53,20,14,458
37642_0,9,47,127,112,906,449,203,-10
37644_0,0,261,243,105,64,50,35,249
37645_0,12,612,901,1041,3030,3120,1989,474
37646_0,8,184,248,168,2016,900,360,156
37649_0,2,307,454,465,1417,940,618,252
37650_0,5,531,817,878,1244,1113,903,412
37651_0,9,67,208,164,1554,889,418,20
37652_0,12,406,593,499,2285,1991,1147,379
37653_0,17,333,467,479,2498,1988,1132,307
37656_0,19,389,475,548,1413,1697,1151,348
37657_0,17,159,381,260,2801,1318,647,121
37658_0,2,291,338,315,1112,728,454,258
37659_0,11,509,824,831,2513,2506,1471,397
37661_0,12,396,606,601,1932,2110,1366,328
37662_0,12,326,733,448,3730,2185,1136,280
37663_0,11,489,746,954,1811,2644,1810,365
37665_0,8,132,295,287,2628,1037,500,92
37666_0,12,360,607,603,2130,2421,1576,278
37667_0,12,261,653,469,3257,1835,925,218
37668_0,0,517,654,426,60,15,9,418
37669_0,12,428,794,541,3622,2250,1130,394
37670_0,17,337,539,689,1770,2594,2028,249
37671_0,11,354,544,566,1700,2292,1528,270
37676_0,9,94,218,229,998,841,507,41
37685_0,11,197,341,403,1079,1456,919,118
37686_0,9,128,316,258,2293,1315,605,73
37687_0,3,183,555,571,2365,1426,972,30
37689_0,11,258,486,571,2054,2040,1261,168
37690_0,0,473,519,236,47,16,10,391
37692_0,8,267,452,405,2653,1250,618,214
37693_0,0,318,223,106,42,31,19,352
37697_0,17,240,401,326,1977,1447,750,230
37703_0,11,262,447,456,1225,1721,1123,193
37707_0,11,531,752,782,2256,2667,1725,458
37708_0,17,267,577,449,3681,1961,1016,208
37709_0,4,563,870,901,2113,1729,1107,449
37710_0,2,188,438,354,2202,1251,712,131
37711_0,12,432,834,617,4012,2736,1393,367
37713_0,11,347,456,411,1393,1546,1034,318
37714_0,9,-60,33,25,543,180,79,-121
37715_0,17,509,790,1034,1560,2414,2113,383
37717_0,0,199,880,326,179,28,16,183
37720_0,12,395,583,681,1437,2314,1637,304
37721_0,8,130,212,207,737,714,428,69
37723_0,11,325,493,564,1973,2244,1438,245
37728_0,19,321,391,380,531,489,315,299
37737_0,9,214,335,313,2055,1165,573,184
37738_0,4,411,670,707,2363,1472,969,347
37739_0,8,44,75,60,609,171,72,32
37740_0,19,543,696,762,1690,3022,2060,471
37741_0,8,110,103,64,440,97,42,99
37742_0,8,110,268,176,2675,933,368,75
37744_0,17,267,485,349,2952,1764,853,257
37746_0,12,327,481,397,1641,1614,1000,296
37748_0,2,440,651,553,1978,1623,1269,389
37750_0,3,368,584,686,1514,1477,1140,290
37751_0,2,693,974,1075,2016,2065,1626,587
37752_0,0,292,189,102,50,40,26,329
37753_0,12,432,697,480,3293,2131,1226,384
37754_0,11,353,594,475,2952,1896,1010,272
37757_0,8,43,130,77,1432,413,162,1
37758_0,16,682,1033,1406,2175,3592,3333,549
37760_0,19,805,1149,1220,2374,2999,2360,691
37762_0,17,430,658,805,1487,1941,1570,359
37765_0,12,317,539,506,1876,2078,1264,247
37766_0,11,473,696,625,2884,2556,1410,397
37771_0,11,345,514,473,2007,1756,1070,298
37772_0,12,395,574,524,1566,1890,1376,334
37773_0,5,838,1155,1223,1669,2458,2182,689
37774_0,17,330,529,483,1928,1580,982,282
37776_0,17,289,386,345,1865,1515,764,264
37778_0,0,135,191,99,50,44,25,89
37779_0,16,311,419,533,943,1500,1204,262
37780_0,9,138,249,162,1967,800,328,105
37781_0,12,335,735,782,2533,2758,1556,188
37784_0,17,265,444,480,2130,1581,955,246
37785_0,8,40,171,114,1585,451,185,-5
37786_0,12,420,737,537,2729,2101,1180,369
37790_0,9,242,422,410,2094,1380,756,190
37796_0,11,302,521,542,1822,1790,1034,204
37799_0,17,318,512,412,2624,1418,758,311
37800_0,16,791,1189,1528,2620,3235,2617,596
37801_0,5,244,624,515,2533,1656,995,101
37802_0,0,352,332,111,37,17,14,317
37803_0,12,357,662,430,3235,2235,1280,332
37804_0,12,412,814,676,3542,2657,1385,317
37806_0,8,64,149,103,1465,555,253,11
37807_0,17,197,630,411,3686,1126,568,115
37808_0,8,56,151,104,1235,495,217,24
37809_0,17,505,830,1089,1700,2695,2587,362
37810_0,8,104,195,130,2065,658,265,54
37811_0,0,433,451,183,51,25,10,392
37814_0,17,252,445,402,1797,1416,815,212
37816_0,5,313,477,533,1372,778,516,204
37817_0,17,440,513,588,969,1685,1690,418
37818_0,11,427,706,724,2024,3075,2106,330
37819_0,12,743,1165,1394,3082,3805,2494,550
37820_0,0,286,242,96,43,26,16,274
37821_0,9,245,413,398,1433,1396,858,169
37823_0,4,637,743,804,1324,1247,993,580
37824_0,9,167,251,258,651,716,490,113
37825_0,12,359,664,442,2715,1926,1147,322
37826_0,2,182,370,325,1753,956,581,123
37831_0,5,949,1076,1210,1608,1804,1452,827
37832_0,16,389,749,1024,2194,3135,2315,207
37833_0,4,675,773,739,1717,1455,1033,574
37835_0,9,576,865,902,2358,1770,1053,431
37836_0,9,215,246,205,873,643,340,202
37839_0,9,39,131,79,1182,486,218,9
37840_0,4,765,1107,1249,1693,1684,1415,626
37845_0,11,448,639,802,1808,1990,1373,314
37846_0,4,521,749,822,1683,1361,1050,395
37848_0,3,552,799,865,1807,1603,1204,446
37850_0,11,192,386,277,2497,1146,568,148
37852_0,11,366,579,458,1878,1886,1141,317
37854_0,0,256,311,206,214,172,108,246
37856_0,17,360,624,454,3653,2118,1030,336
37861_0,4,586,922,1119,1582,2252,1968,434
37864_0,3,393,678,659,2235,1440,896,320
37869_0,4,433,519,514,1391,988,717,392
37870_0,12,316,670,369,3461,1968,964,292
37871_0,11,194,423,398,1706,1571,884,118
37872_0,12,415,706,573,2453,2720,1741,363
37873_0,11,585,851,1095,1779,3026,2150,424
37874_0,12,304,511,487,2449,1835,1007,217
37877_0,5,429,630,664,1482,1070,835,331
37878_0,3,417,599,604,1565,1002,689,354
37880_0,2,359,566,595,1908,1340,915,273
37882_0,17,316,380,471,799,1675,1481,281
37883_0,11,330,656,640,2162,2287,1490,272
37885_0,11,274,406,379,1324,1432,885,223
37886_0,11,572,783,823,2282,3339,2158,500
37887_0,2,277,356,303,2035,1035,594,224
37889_0,8,109,305,256,2039,1241,617,42
37890_0,2,512,787,898,2504,2296,1738,443
37891_0,12,333,653,564,2758,2097,1166,290
37894_0,9,216,343,270,2296,1172,545,170
37901_0,0,545,694,502,83,24,6,427
37902_0,11,171,262,175,1049,649,331,152
37904_0,4,308,534,446,1926,1383,813,291
37905_0,11,293,503,572,1767,2236,1368,178
37907_0,17,512,640,770,1179,1886,1715,455
37910_0,12,331,700,331,5549,1956,860,322
37911_0,4,1598,1816,2065,2628,2137,1675,1449
37914_0,8,183,322,273,2176,1232,621,135
37916_0,11,194,325,320,1794,1255,726,157
37919_0,8,53,159,161,830,697,353,-7
37921_0,17,317,465,529,1594,1653,1182,255
37923_0,11,307,477,543,1208,1980,1393,239
37925_0,5,1190,1424,1445,1634,1376,1163,990
37927_0,17,416,735,514,4077,2094,1220,366
37929_0,12,307,689,579,2695,2462,1434,211
37930_0,17,324,502,525,2438,1886,1089,290
37932_0,0,561,725,743,820,576,343,478
37933_0,11,305,454,492,1192,1448,976,238
37941_0,17,257,375,462,1217,1821,1446,191
37942_0,17,330,560,593,1791,1664,1148,243
37944_0,11,332,576,503,2853,2121,1200,297
37946_0,11,745,1037,1229,2776,4202,2618,569
37948_0,12,635,1048,1081,3098,3408,2112,535
37949_0,17,752,1209,1496,2345,2923,2591,526
37950_0,0,579,728,593,112,16,13,474
37952_0,17,283,410,466,1281,1293,1047,254
37953_0,17,577,1069,954,4407,2670,1507,397
37957_0,17,278,442,289,3122,1620,724,278
37959_0,9,82,158,163,934,618,327,37
37960_0,6,711,1070,1238,1587,1803,1640,574
37962_0,17,662,996,1067,2417,2568,1962,553
37964_0,12,335,720,624,3050,2860,1649,241
37965_0,17,258,583,367,4328,1488,716,193
37968_0,17,344,533,541,1846,1869,1247,330
37971_0,8,51,64,34,393,105,48,24
37972_0,12,459,867,756,3635,2844,1549,353
37976_0,0,388,521,386,107,38,21,345
37977_0,17,350,659,357,4886,1910,849,336
37979_0,2,345,442,446,1446,864,592,293
37981_0,19,556,906,1109,2060,2125,1235,472
37987_0,8,80,204,136,2416,632,248,61
37988_0,12,336,743,429,4622,1884,924,309
37989_0,9,153,315,280,1761,1293,670,94
37991_0,0,200,161,82,48,36,23,225
37992_0,3,354,579,560,1799,1283,842,308
37994_0,6,368,584,701,1533,1373,1064,284
37995_0,0,319,491,432,905,736,426,241
37996_0,12,592,973,936,3030,3630,2304,460
37997_0,19,626,836,783,935,1014,904,509
38001_0,2,219,507,337,2672,1523,800,170
38002_0,12,471,736,765,2418,2352,1426,399
38011_0,8,70,168,108,1597,450,180,50
38012_0,9,146,316,341,838,1160,792,97
38013_0,2,186,299,242,1707,860,437,162
38015_0,12,410,859,707,3404,2912,1649,326
38016_0,2,276,503,556,1322,1179,717,153
38017_0,12,440,678,577,2337,2361,1534,400
38019_0,11,251,474,489,1903,2466,1513,194
38020_0,9,198,315,273,1778,1111,556,165
38021_0,8,132,192,102,1166,389,158,121
38026_0,9,229,421,395,1761,1554,848,153
38028_0,9,380,653,766,2034,3097,1953,260
38029_0,2,196,481,317,3091,1465,707,157
38030_0,12,710,1035,1224,2164,3273,2219,545
38032_0,19,457,608,744,1535,2139,1547,379
38033_0,9,33,103,97,553,414,239,-32
38034_0,11,191,404,471,1415,1464,873,81
38035_0,11,246,586,490,2491,2134,1240,155
38036_0,11,377,631,564,2347,2466,1497,314
38038_0,11,187,398,507,1160,1366,939,94
38039_0,0,232,182,94,46,32,23,243
38041_0,11,220,373,328,1029,1278,808,185
38042_0,0,209,286,131,51,28,12,186
38045_0,17,436,569,658,1003,1773,1546,365
38046_0,17,533,728,680,2230,1879,1451,489
38047_0,2,194,338,242,2517,1179,517,157
38049_0,12,234,494,434,1904,1800,1069,175
38052_0,17,167,315,214,2614,1015,424,123
38056_0,11,106,265,240,1477,1200,701,45
38057_0,11,296,668,541,2605,1500,906,240
38058_0,3,383,593,646,1805,1234,889,305
38059_0,8,142,202,119,1590,630,240,122
38060_0,0,370,332,134,55,32,21,319
38067_0,3,516,654,692,1527,1117,803,442
38068_0,8,186,252,194,1729,941,438,139
38070_0,0,424,534,298,52,14,10,349
38071_0,9,172,310,240,2528,1039,453,134
38073_0,12,303,612,457,2715,1881,981,241
38076_0,12,334,618,446,2803,2252,1189,292
38077_0,11,406,609,602,2249,2241,1301,330
38078_0,8,75,164,165,573,796,481,9
38080_0,5,685,1048,1128,1690,1559,1282,466
38081_0,3,198,463,483,1810,1192,857,57
38084_0,16,419,717,735,2743,1881,1235,303
38085_0,9,214,453,394,1833,1648,953,139
38086_0,11,159,228,225,778,937,622,121
38087_0,11,372,707,849,2253,2718,1754,267
38091_0,9,220,387,290,2908,1370,616,169
38093_0,17,338,683,445,4182,1834,912,334
38094_0,17,442,483,543,829,1686,1858,427
38097_0,0,376,262,96,40,17,11,372
38098_0,17,233,330,393,562,956,827,184
38102_0,8,116,142,101,932,372,168,114
38103_0,17,482,632,763,1190,1773,1506,400
38104_0,17,431,613,742,1450,2572,2110,338
38106_0,0,240,224,82,35,24,17,242
38107_0,0,201,149,68,47,29,19,230
38110_0,9,134,184,140,1278,652,319,97
38111_0,12,435,720,728,2238,2943,1925,338
38113_0,8,97,224,174,1959,700,299,50
38114_0,0,592,767,798,1027,695,349,491
38115_0,2,529,802,890,1882,1817,1323,428
38116_0,9,211,410,321,2801,1385,635,175
38118_0,17,307,527,469,2082,1641,1012,299
38121_0,17,419,563,591,1980,2051,1291,365
38123_0,5,1163,1499,1596,2136,1855,1494,970
38124_0,17,311,510,589,1564,1364,1008,236
38126_0,12,398,768,575,2814,2569,1499,331
38132_0,19,293,350,340,937,1002,669,293
38134_0,9,77,178,125,1178,607,286,27
38135_0,9,70,179,119,1267,576,287,25
38137_0,12,341,672,650,2813,2849,1666,234
38138_0,11,259,433,419,1500,1545,982,179
38142_0,17,316,584,390,3487,1663,811,291
38144_0,11,307,413,373,938,1259,847,290
38147_0,9,189,331,384,1158,973,638,123
38148_0,8,81,240,139,2150,625,242,43
38149_0,17,487,604,690,1106,1655,1437,438
38155_0,0,297,222,89,44,28,15,286
38157_0,3,530,767,830,1753,1475,1136,381
38158_0,17,469,700,941,1697,3391,3211,378
38159_0,0,450,503,239,55,21,15,379
38161_0,0,424,466,205,45,21,9,361
38162_0,17,756,1075,1210,1946,2842,2469,656
38167_0,12,513,853,672,3190,2545,1411,466
38172_0,12,543,836,797,2687,3382,2128,471
38176_0,0,521,589,346,69,18,14,419
38180_0,8,51,185,106,2139,551,184,18
38182_0,8,129,282,200,2316,797,343,96
38183_0,9,197,375,336,1975,1283,706,133
38184_0,12,676,1119,1167,3448,3433,1991,536
38186_0,17,278,471,391,1979,1524,892,267
38189_0,17,472,774,874,2242,1996,1386,367
38191_0,0,786,982,972,649,556,453,658
38192_0,9,43,138,102,1207,566,251,8
38194_0,9,139,282,266,1749,1222,664,74
38196_0,0,438,431,152,44,22,13,381
38198_0,8,62,155,71,1320,316,146,13
38201_0,12,319,605,761,1553,2373,1487,153
38203_0,9,237,419,423,1502,1294,737,163
38204_0,12,238,528,436,2356,2009,1152,212
38206_0,11,286,556,624,1871,2549,1710,178
38207_0,19,292,407,459,465,172,101,291
38209_0,12,298,605,565,2627,2182,1384,221
38212_0,0,289,446,264,324,57,38,252
38215_0,2,938,1060,1070,1999,1635,1083,823
38217_0,17,287,501,301,3316,1712,783,273
38218_0,17,375,511,487,1793,1520,981,319
38219_0,17,390,575,807,1967,2534,1707,313
38223_0,12,630,963,1131,1840,2370,1700,490
38225_0,9,516,835,864,2415,2890,1807,399
38226_0,12,459,717,871,1954,3762,2494,353
38228_0,0,378,332,132,59,36,21,341
38229_0,0,583,738,448,74,26,10,465
38230_0,8,120,227,171,1708,774,346,82
38231_0,17,302,635,389,2722,1533,810,267
38232_0,5,810,1031,1195,1346,1239,966,592
38234_0,12,544,840,827,2390,2616,1566,462
38237_0,2,225,288,262,1355,937,546,179
38238_0,17,466,546,633,949,1673,1567,428
38239_0,17,557,790,867,2015,2137,1832,485
38243_0,16,432,639,822,1320,2414,2242,343
38244_0,9,293,417,389,1476,1258,741,262
38245_0,17,440,706,784,1870,2375,1821,333
38246_0,8,54,163,94,1594,573,233,12
38250_0,3,483,836,932,2379,2076,1370,389
38253_0,11,145,300,217,1802,1121,577,95
38255_0,2,314,425,360,1713,1115,657,310
38260_0,9,33,120,99,815,528,244,-14
38261_0,9,104,237,248,1229,1015,532,33
38264_0,12,589,906,827,1792,2163,1645,547
38266_0,12,263,424,382,1312,1039,626,208
38268_0,11,380,507,518,1791,1902,1123,323
38269_0,2,267,493,573,1351,1774,1212,172
38270_0,11,604,870,985,2466,3220,1973,487
38271_0,0,265,229,99,36,19,13,278
38272_0,9,172,263,240,1208,899,502,136
38273_0,3,286,512,474,2070,1304,826,177
38276_0,8,125,238,163,1669,640,290,85
38277_0,17,515,775,937,1306,1929,1596,436
38278_0,17,561,780,953,1889,2263,1925,487
38279_0,12,519,833,777,2717,2095,1275,425
38283_0,4,695,784,836,1902,1386,1066,604
38286_0,0,232,234,108,49,34,23,230
38287_0,12,601,913,1006,2853,3256,2032,485
38288_0,0,546,634,295,49,24,12,457
38291_0,12,614,1008,1159,1573,2312,2028,396
38295_0,17,430,686,868,1577,2363,2000,341
38297_0,0,269,174,94,50,29,24,299
38298_0,17,377,727,718,2842,1870,1342,315
38300_0,8,60,212,142,2156,774,326,0
38301_0,4,636,1102,1079,2508,1575,925,499
38307_0,12,585,847,799,2590,2785,1759,535
38308_0,4,502,773,809,2002,1433,1029,430
38309_0,4,768,953,1009,1569,1571,1296,676
38315_0,0,190,145,70,44,24,21,209
38316_0,0,534,635,392,66,22,13,451
38317_0,9,207,326,286,1879,1269,686,121
38319_0,2,456,515,511,2195,1490,816,381
38322_0,4,277,531,601,1101,1058,873,147
38323_0,17,197,548,408,2838,1520,798,161
38327_0,0,487,685,543,93,25,14,382
38334_0,17,457,728,661,2418,1861,1219,420
38336_0,11,164,367,416,1944,1728,1027,89
38338_0,11,186,306,253,1971,1379,704,140
38339_0,9,31,145,142,764,536,308,-23
38340_0,11,246,481,423,2175,1664,1004,238
38341_0,8,142,290,223,2036,826,461,92
38342_0,17,430,766,743,2502,2277,1572,343
38344_0,0,433,302,109,42,20,13,415
38345_0,3,287,398,392,1739,875,581,221
38347_0,12,380,765,526,3206,1920,986,337
38349_0,0,562,681,461,73,22,10,472
38352_0,17,293,387,463,703,1350,1185,238
38353_0,2,210,431,355,2508,1613,906,132
38355_0,12,415,780,755,3440,3570,2162,318
38356_0,0,470,457,188,50,16,10,431
38357_0,17,388,668,693,1907,2016,1376,292
38362_0,17,296,391,411,1063,1366,1151,271
38363_0,0,587,788,705,159,28,17,468
38366_0,11,162,261,267,587,928,651,135
38367_0,0,471,612,408,76,22,15,384
38368_0,11,456,619,647,1471,1942,1367,384
38369_0,12,403,703,468,2697,1898,1121,352
38371_0,9,162,322,295,2182,964,528,106
38376_0,17,635,919,1114,2231,2425,1976,546
38377_0,11,235,492,388,1685,1375,798,175
38378_0,12,285,640,423,2884,1810,965,248
38380_0,17,417,670,869,1287,2123,1859,339
38382_0,3,295,469,480,1625,1242,891,219
38383_0,0,277,315,199,78,44,23,281
38384_0,2,344,576,510,2180,1626,1059,281
38388_0,12,357,429,383,999,1404,964,341
38389_0,11,409,710,628,2245,2621,1689,331
38390_0,12,456,777,663,2697,2392,1425,404
38392_0,12,316,749,575,3447,2614,1398,219
38393_0,8,60,216,158,1988,839,354,18
38395_0,12,496,873,827,2951,3319,1982,391
38396_0,0,832,1412,871,125,52,35,617
38398_0,2,260,360,359,1713,731,501,224
38399_0,11,314,492,558,1212,1769,1196,217
38400_0,3,1440,1941,2028,2817,2123,1179,1174
38402_0,12,580,909,1041,2450,3340,2330,444
38406_0,8,52,136,99,1285,306,119,21
38407_0,8,96,288,195,2560,1025,446,47
38408_0,17,330,500,451,2178,1142,673,288
38410_0,0,266,249,92,34,25,10,259
38412_0,0,261,201,92,55,31,21,276
38414_0,17,439,623,574,1641,1673,1273,387
38419_0,8,71,161,82,2253,513,187,40
38421_0,11,170,328,390,1071,1153,704,51
38423_0,17,577,718,733,1683,2691,1852,535
38426_0,0,599,785,737,173,21,15,468
38429_0,0,483,622,395,54,15,10,384
38430_0,0,239,152,77,46,27,18,245
38432_0,17,532,859,976,2385,2143,1451,411
38434_0,17,386,573,479,2559,1820,1025,364
38435_0,12,455,782,838,2553,3398,2223,355
38436_0,17,344,517,498,1811,1517,979,304
38437_0,11,238,497,650,1684,2060,1427,140
38438_0,11,144,282,289,1314,1116,623,74
38439_0,0,525,614,351,62,17,7,435
38442_0,17,343,655,396,2927,1701,948,314
38443_0,4,579,654,676,1256,995,705,426
38445_0,11,335,594,489,2246,1940,1188,291
38446_0,0,280,268,93,36,18,14,274
38447_0,0,253,217,90,57,49,40,236
38448_0,4,415,659,739,1479,1507,1018,309
38451_0,5,985,1164,1249,1371,1570,1437,847
38454_0,12,477,944,775,4049,2961,1611,384
38458_0,17,395,564,586,1915,1747,1132,340
38459_0,8,64,97,76,477,217,100,41
38460_0,11,284,412,382,1821,1562,907,235
38461_0,19,472,597,713,1522,1843,1366,413
38463_0,17,351,579,531,1795,1798,1215,310
38465_0,8,30,88,84,397,349,227,-12
38470_0,9,281,479,366,1974,1654,894,245
38472_0,12,480,730,819,1468,1287,925,428
38473_0,11,188,396,334,2114,1730,941,139
38479_0,17,282,475,273,3625,1622,683,293
38480_0,11,515,956,1128,2881,3519,2408,375
38481_0,12,454,742,860,1973,1741,1190,391
38483_0,0,322,380,315,156,36,21,294
38484_0,11,128,237,264,1078,1202,727,63
38486_0,12,838,1369,1417,4181,3876,2309,638
38492_0,12,802,1260,1542,3401,4155,2850,625
38493_0,2,352,571,568,1928,1414,1004,301
38494_0,0,260,218,105,44,24,17,281
38495_0,3,304,529,461,2618,1500,845,240
38496_0,2,331,457,421,1943,1251,767,291
38499_0,0,473,365,137,46,19,11,452
38504_0,12,663,1129,1222,2663,2863,1798,472
38506_0,11,411,613,493,2150,2069,1244,380
38508_0,12,398,730,442,3696,2322,1193,371
38510_0,17,582,816,1047,1511,1907,1783,446
38513_0,17,357,471,466,1753,1592,1067,335
38517_0,0,270,166,90,44,29,21,315
38521_0,11,235,441,425,1762,1944,1197,129
38522_0,12,441,648,477,2694,1592,961,416
38527_0,17,241,561,474,2727,1718,958,169
38528_0,11,94,208,214,969,784,494,37
38533_0,0,512,528,213,49,16,14,434
38534_0,4,570,817,893,1696,1215,920,485
38538_0,11,183,317,331,1422,1118,630,100
38539_0,4,676,848,969,1615,1337,1124,512
38540_0,11,426,653,528,2466,2011,1146,401
38543_0,12,463,846,916,2602,2804,1686,301
38544_0,9,120,183,159,764,489,272,75
38545_0,11,156,337,358,1391,1298,712,68
38546_0,2,447,715,724,2531,1959,1259,356
38547_0,17,333,609,547,2181,1511,962,258
38548_0,12,372,664,603,2600,2278,1354,305
38552_0,8,169,282,201,2637,986,420,144
38553_0,17,567,843,835,1993,2303,1847,511
38555_0,9,249,449,486,1562,1782,1160,159
38559_0,0,196,142,64,37,31,21,215
38560_0,17,297,392,458,665,1219,1092,232
38562_0,17,387,653,554,3040,1976,1186,346
38563_0,8,79,213,153,2022,661,282,37
38566_0,12,352,564,401,1752,1622,1040,349
38572_0,11,255,469,543,1933,2507,1595,160
38573_0,0,467,521,256,52,19,11,395
38574_0,17,279,416,376,2293,1011,538,233
38575_0,18,418,564,598,1453,1725,1235,335
38577_0,12,369,610,443,2426,1984,1178,344
38579_0,9,445,854,969,3153,3088,1900,326
38580_0,17,241,417,372,1796,1292,770,207
38581_0,0,448,562,354,49,15,11,347
38583_0,17,475,629,741,1088,1621,1430,439
38586_0,2,284,458,453,1157,1232,833,207
38588_0,2,133,449,475,2036,1193,717,49
38589_0,8,89,143,105,1146,389,156,86
38590_0,8,227,418,350,2644,1599,838,162
38593_0,17,434,722,749,2582,1886,1075,301
38595_0,3,289,446,482,1977,1254,871,241
38596_0,17,497,752,932,1222,1741,1411,389
38598_0,0,240,192,82,37,19,12,274
38601_0,17,370,611,526,2384,1875,1124,338
38602_0,8,79,173,92,1284,476,195,50
38603_0,11,212,435,481,1663,1886,1096,123
38606_0,8,44,123,91,1385,315,124,-4
38607_0,9,163,142,116,287,311,202,169
38608_0,7,170,247,220,1032,904,474,143
38613_0,2,218,411,354,2521,1198,605,167
38614_0,17,325,356,400,640,259,146,332
38617_0,2,154,218,197,1509,675,313,140
38620_0,9,134,257,205,1230,916,481,92
38622_0,0,261,246,107,64,53,46,245
38626_0,17,193,385,296,1965,1193,634,176
38627_0,9,362,566,603,1776,2184,1390,286
38628_0,12,413,661,632,1706,2186,1355,328
38640_0,12,305,571,426,2219,1625,901,242
38644_0,11,738,1298,1463,3455,3293,1927,473
38650_0,17,236,449,341,2218,1259,676,182
38651_0,11,215,413,314,1683,1373,773,148
38652_0,9,179,325,280,1272,1000,565,132
38654_0,5,178,334,289,1537,902,530,131
38655_0,0,225,182,85,54,41,30,230
38656_0,17,485,715,714,2465,2055,1515,424
38657_0,0,621,809,710,135,25,11,513
38660_0,2,127,402,361,2221,1255,687,71
38663_0,0,282,263,112,53,39,26,268
38665_0,3,317,446,447,1571,1009,666,261
38666_0,0,417,311,129,54,27,21,401
38668_0,8,132,119,79,443,171,77,143
38669_0,9,118,258,292,1162,996,573,74
38674_0,4,532,767,803,1243,1145,896,385
38675_0,11,217,526,639,1640,1821,1268,132
38676_0,17,695,887,984,1843,1736,1425,602
38677_0,11,71,164,166,717,576,354,15
38679_0,4,422,692,752,1386,1234,1039,317
38681_0,0,484,539,262,50,21,7,419
38682_0,8,263,398,450,1271,1673,1106,161
38686_0,8,143,292,196,2180,850,363,85
38687_0,12,399,776,717,3031,3146,1828,281
38688_0,0,494,679,587,147,60,41,407
38689_0,0,289,341,138,73,56,50,261
38691_0,9,116,233,183,1617,885,425,68
38692_0,17,542,800,968,1390,1783,1603,454
38697_0,2,172,272,228,1619,782,386,122
38700_0,8,88,202,179,1529,832,412,35
38701_0,2,446,776,674,2551,2592,1576,364
38702_0,11,338,618,724,2200,2313,1544,232
38703_0,8,83,223,140,2653,780,281,42
38705_0,17,448,651,881,1863,3340,2372,330
38706_0,2,515,765,798,2175,2350,1713,437
